InsertionID	no of populations
1.79792629	0
1.106015875	9	ACB	ASW	ESN	GWD	LWK	MSL	PUR	YRI	MXL
1.111802592	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
1.223578304	10	ACB	ASW	CLM	ESN	GWD	LWK	MSL	MXL	TSI	YRI
11.60449890	17	CHS	ASW	CDX	CHB	CLM	ESN	GIH	JPT	KHV	LWK	MXL	PEL	PJL	PUR	YRI	ACB	CEU
12.44313657	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
12.124066477	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
13.90743183	23	ACB	ASW	CEU	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI	BEB
15.63374594	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
19.21841536	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
19.22414379	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
19.22457244	8	ACB	ASW	ESN	GWD	LWK	MSL	PUR	YRI
19.29855781	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
19.57996939	11	ACB	ASW	ESN	GWD	IBS	LWK	MSL	MXL	PUR	YRI	CLM
20.12402387	10	ACB	ASW	CLM	ESN	GWD	IBS	JPT	LWK	MSL	YRI
3.94943488	12	CHS	BEB	GBR	GIH	ITU	JPT	KHV	LWK	PEL	PJL	STU	YRI
4.9603240	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
4.9981605	8	ACB	ASW	ESN	GWD	LWK	MSL	PUR	YRI
5.4537604	6	ACB	CLM	ESN	LWK	MSL	YRI
5.64388440	24	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
5.80442266	21	ACB	ASW	BEB	CEU	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
6.16004859	7	ACB	CLM	GBR	GWD	IBS	LWK	YRI
6.32648036	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
6.161270899	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
7.158773385	7	ACB	ASW	ESN	LWK	MSL	PEL	YRI
8.146086169	1	YRI
9.132205203	0
X.93606603	10	ACB	ASW	CLM	ESN	GWD	LWK	MSL	PUR	YRI	PEL
1.52471916	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
1.66890497	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
1.75842765	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
1.93742338	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
1.155596457	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
1.156149013	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
1.224527532	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
10.27182393	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
10.70285428	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
11.10412855	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
