"insID"	"haps11"	"haps00"	"%11"	"%00"	"SUPERPOP"
"1.79792629"	"1.79792629"	"0"	"244"	"0"	"1"	"EAS"
"1.106015875"	"1.106015875"	"0"	"244"	"0"	"1"	"EAS"
"1.111802592"	"1.111802592"	"524"	"428"	"0.550420168067227"	"0.449579831932773"	"EAS"
"1.223578304"	"1.223578304"	"0"	"244"	"0"	"1"	"EAS"
"11.60449890"	"11.60449890"	"84"	"298"	"0.219895287958115"	"0.780104712041885"	"EAS"
"12.44313657"	"12.44313657"	"321"	"415"	"0.436141304347826"	"0.563858695652174"	"EAS"
"12.124066477"	"12.124066477"	"37"	"265"	"0.122516556291391"	"0.877483443708609"	"EAS"
"13.90743183"	"13.90743183"	"9"	"247"	"0.03515625"	"0.96484375"	"EAS"
"15.63374594"	"15.63374594"	"964"	"266"	"0.783739837398374"	"0.216260162601626"	"EAS"
"19.21841536"	"19.21841536"	"227"	"337"	"0.402482269503546"	"0.597517730496454"	"EAS"
"19.22414379"	"19.22414379"	"345"	"419"	"0.451570680628272"	"0.548429319371728"	"EAS"
"19.22457244"	"19.22457244"	"0"	"244"	"0"	"1"	"EAS"
"19.29855781"	"19.29855781"	"588"	"442"	"0.570873786407767"	"0.429126213592233"	"EAS"
"19.57996939"	"19.57996939"	"0"	"244"	"0"	"1"	"EAS"
"20.12402387"	"20.12402387"	"1"	"245"	"0.0040650406504065"	"0.995934959349594"	"EAS"
"3.94943488"	"3.94943488"	"5"	"249"	"0.0196850393700787"	"0.980314960629921"	"EAS"
"4.9603240"	"4.9603240"	"533"	"439"	"0.548353909465021"	"0.451646090534979"	"EAS"
"4.9981605"	"4.9981605"	"0"	"244"	"0"	"1"	"EAS"
"5.4537604"	"5.4537604"	"0"	"244"	"0"	"1"	"EAS"
"5.64388440"	"5.64388440"	"14"	"256"	"0.0518518518518519"	"0.948148148148148"	"EAS"
"5.80442266"	"5.80442266"	"0"	"244"	"0"	"1"	"EAS"
"6.16004859"	"6.16004859"	"0"	"244"	"0"	"1"	"EAS"
"6.32648036"	"6.32648036"	"337"	"297"	"0.531545741324921"	"0.468454258675079"	"EAS"
"6.161270899"	"6.161270899"	"975"	"259"	"0.790113452188006"	"0.209886547811994"	"EAS"
"7.158773385"	"7.158773385"	"0"	"244"	"0"	"1"	"EAS"
"8.146086169"	"8.146086169"	"0"	"244"	"0"	"1"	"EAS"
