"insID"	"haps11"	"haps00"	"%11"	"%00"	"SUPERPOP"
"1.111802592"	"1.111802592"	"354"	"534"	"0.398648648648649"	"0.601351351351351"	"AMR"
"12.44313657"	"12.44313657"	"86"	"456"	"0.158671586715867"	"0.841328413284133"	"AMR"
"12.124066477"	"12.124066477"	"73"	"433"	"0.144268774703557"	"0.855731225296443"	"AMR"
"19.21841536"	"19.21841536"	"49"	"425"	"0.10337552742616"	"0.89662447257384"	"AMR"
"19.22414379"	"19.22414379"	"235"	"533"	"0.305989583333333"	"0.694010416666667"	"AMR"
"19.29855781"	"19.29855781"	"245"	"531"	"0.315721649484536"	"0.684278350515464"	"AMR"
"11.71875417"	"11.71875417"	"663"	"407"	"0.619626168224299"	"0.380373831775701"	"AMR"
"12.5572721"	"12.5572721"	"569"	"485"	"0.539848197343453"	"0.460151802656546"	"AMR"
"3.14132679"	"3.14132679"	"658"	"412"	"0.614953271028037"	"0.385046728971963"	"AMR"
"3.195654395"	"3.195654395"	"604"	"446"	"0.575238095238095"	"0.424761904761905"	"AMR"
"4.120263688"	"4.120263688"	"571"	"409"	"0.58265306122449"	"0.41734693877551"	"AMR"
"5.8937848"	"5.8937848"	"549"	"485"	"0.530947775628627"	"0.469052224371373"	"AMR"
"7.158029477"	"7.158029477"	"171"	"475"	"0.264705882352941"	"0.735294117647059"	"AMR"
"6.161270899"	"6.161270899"	"491"	"515"	"0.488071570576541"	"0.511928429423459"	"AMR"
"11.101565789"	"11.101565789"	"663"	"407"	"0.619626168224299"	"0.380373831775701"	"AMR"
