"insID"	"haps11"	"haps00"	"%11"	"%00"	"SUPERPOP"
"1.111802592"	"1.111802592"	"524"	"428"	"0.550420168067227"	"0.449579831932773"	"EAS"
"11.6044989"	"11.6044989"	"84"	"298"	"0.219895287958115"	"0.780104712041885"	"EAS"
"12.44313657"	"12.44313657"	"321"	"415"	"0.436141304347826"	"0.563858695652174"	"EAS"
"12.124066477"	"12.124066477"	"37"	"265"	"0.122516556291391"	"0.877483443708609"	"EAS"
"19.21841536"	"19.21841536"	"227"	"337"	"0.402482269503546"	"0.597517730496454"	"EAS"
"19.22414379"	"19.22414379"	"345"	"419"	"0.451570680628272"	"0.548429319371728"	"EAS"
"19.29855781"	"19.29855781"	"588"	"442"	"0.570873786407767"	"0.429126213592233"	"EAS"
"4.960324"	"4.960324"	"533"	"439"	"0.548353909465021"	"0.451646090534979"	"EAS"
"11.71875417"	"11.71875417"	"885"	"323"	"0.732615894039735"	"0.267384105960265"	"EAS"
"12.5572721"	"12.5572721"	"614"	"398"	"0.606719367588933"	"0.393280632411067"	"EAS"
"3.14132679"	"3.14132679"	"990"	"244"	"0.80226904376013"	"0.19773095623987"	"EAS"
"3.195654395"	"3.195654395"	"922"	"304"	"0.752039151712887"	"0.247960848287113"	"EAS"
"4.120263688"	"4.120263688"	"800"	"252"	"0.760456273764259"	"0.239543726235741"	"EAS"
"5.8937848"	"5.8937848"	"971"	"263"	"0.786871961102107"	"0.213128038897893"	"EAS"
"7.158029477"	"7.158029477"	"297"	"377"	"0.440652818991098"	"0.559347181008902"	"EAS"
"6.161270899"	"6.161270899"	"975"	"259"	"0.790113452188006"	"0.209886547811994"	"EAS"
"11.101565789"	"11.101565789"	"937"	"293"	"0.761788617886179"	"0.238211382113821"	"EAS"
