SampleID	Insertions	POP
HG01362	11	CLM
HG01363	14	CLM
HG01364	0	CLM
HG01365	12	CLM
HG01366	0	CLM
HG01367	0	CLM
HG01369	13	CLM
HG01372	11	CLM
HG01374	12	CLM
HG01375	11	CLM
HG01376	0	CLM
HG01377	12	CLM
HG01378	11	CLM
HG01379	0	CLM
HG01383	12	CLM
HG01384	12	CLM
HG01385	0	CLM
HG01389	8	CLM
HG01390	12	CLM
HG01391	0	CLM
HG01431	11	CLM
HG01432	13	CLM
HG01433	0	CLM
HG01435	9	CLM
HG01437	0	CLM
HG01438	11	CLM
HG01439	0	CLM
HG01440	13	CLM
HG01441	10	CLM
HG01442	0	CLM
HG01443	11	CLM
HG01444	13	CLM
HG01445	0	CLM
HG01447	12	CLM
HG01452	0	CLM
HG01453	0	CLM
HG01454	0	CLM
HG01455	12	CLM
HG01456	9	CLM
HG01457	0	CLM
HG01459	13	CLM
HG01461	12	CLM
HG01462	10	CLM
HG01463	0	CLM
HG01464	12	CLM
HG01465	11	CLM
HG01466	0	CLM
HG01468	11	CLM
HG01471	0	CLM
HG01473	0	CLM
HG01474	12	CLM
HG01477	0	CLM
HG01479	11	CLM
HG01480	0	CLM
HG01481	0	CLM
HG01482	0	CLM
HG01483	0	CLM
HG01484	0	CLM
HG01485	12	CLM
HG01486	14	CLM
HG01487	0	CLM
HG01488	11	CLM
HG01489	11	CLM
HG01490	0	CLM
HG01491	10	CLM
HG01492	10	CLM
HG01493	0	CLM
HG01494	9	CLM
HG01495	0	CLM
HG01496	0	CLM
HG01497	11	CLM
HG01498	10	CLM
HG01499	0	CLM
HG01550	13	CLM
HG01551	10	CLM
HG01552	0	CLM
HG01556	12	CLM
HG01112	11	CLM
HG03006	13	BEB
HG03007	12	BEB
HG03008	0	BEB
HG03009	11	BEB
HG03012	12	BEB
HG03585	13	BEB
HG03587	0	BEB
HG03589	12	BEB
HG03590	0	BEB
HG03593	11	BEB
HG03594	0	BEB
HG03595	0	BEB
HG03596	0	BEB
HG03598	10	BEB
HG03599	0	BEB
HG03600	13	BEB
HG03602	0	BEB
HG03603	12	BEB
HG03604	9	BEB
HG03605	0	BEB
HG03606	0	BEB
HG03607	12	BEB
HG03611	14	BEB
HG03615	11	BEB
HG03616	10	BEB
HG03617	0	BEB
HG03793	10	BEB
HG03794	0	BEB
HG03795	0	BEB
HG03796	12	BEB
HG03797	0	BEB
HG03798	0	BEB
HG03799	0	BEB
HG03800	9	BEB
HG03801	0	BEB
HG03802	12	BEB
HG03803	10	BEB
HG03804	0	BEB
HG03805	0	BEB
HG03806	0	BEB
HG03807	0	BEB
HG03808	13	BEB
HG03809	14	BEB
HG03811	0	BEB
HG03812	11	BEB
HG03813	0	BEB
HG03814	13	BEB
HG03815	8	BEB
HG03816	0	BEB
HG03817	12	BEB
HG03821	9	BEB
HG03822	0	BEB
HG03823	10	BEB
HG03824	12	BEB
HG03825	0	BEB
HG03826	13	BEB
HG03829	9	BEB
HG03830	12	BEB
HG03831	0	BEB
HG03832	12	BEB
HG03833	10	BEB
HG03834	0	BEB
HG03901	0	BEB
HG03902	11	BEB
HG03903	0	BEB
HG03904	0	BEB
HG03905	11	BEB
HG03906	0	BEB
HG03907	0	BEB
HG03908	0	BEB
HG03909	0	BEB
HG03910	13	BEB
HG03911	13	BEB
HG03913	13	BEB
HG03914	10	BEB
HG03915	0	BEB
HG03916	11	BEB
HG03917	14	BEB
HG03919	11	BEB
HG03920	12	BEB
HG03922	13	BEB
HG03924	0	BEB
HG03925	0	BEB
HG03926	0	BEB
HG03927	0	BEB
HG03928	13	BEB
HG03929	0	BEB
HG03930	0	BEB
HG03931	10	BEB
HG03934	13	BEB
HG03937	13	BEB
HG03939	0	BEB
HG03940	14	BEB
HG03941	14	BEB
HG03942	0	BEB
HG04128	0	BEB
HG04131	9	BEB
HG04132	0	BEB
HG04133	0	BEB
HG04134	10	BEB
HG04135	0	BEB
HG04136	0	BEB
HG04140	11	BEB
HG04141	11	BEB
HG04142	0	BEB
HG04144	14	BEB
HG04146	11	BEB
HG04147	0	BEB
HG04148	0	BEB
HG04149	0	BEB
HG04150	0	BEB
HG04151	0	BEB
HG04152	10	BEB
HG04153	12	BEB
HG04155	8	BEB
HG04156	14	BEB
HG04157	0	BEB
HG04158	11	BEB
HG04159	11	BEB
HG04160	0	BEB
HG04161	13	BEB
HG04162	12	BEB
HG04164	9	BEB
HG04171	12	BEB
HG04173	11	BEB
HG04174	0	BEB
HG04175	0	BEB
HG04176	11	BEB
HG04177	9	BEB
HG04180	13	BEB
HG04181	0	BEB
HG04182	12	BEB
HG04183	13	BEB
HG04184	0	BEB
HG04185	10	BEB
HG04186	11	BEB
HG04187	0	BEB
HG04188	14	BEB
HG04189	12	BEB
HG04191	0	BEB
HG04192	0	BEB
HG04193	0	BEB
HG04194	11	BEB
HG04195	13	BEB
HG03006	13	BEB
HG01565	9	PEL
HG01566	12	PEL
HG01567	0	PEL
HG01571	13	PEL
HG01572	13	PEL
HG01573	0	PEL
HG01577	12	PEL
HG01578	11	PEL
HG01579	0	PEL
HG01892	13	PEL
HG01893	9	PEL
HG01898	0	PEL
HG01917	10	PEL
HG01918	14	PEL
HG01919	0	PEL
HG01920	10	PEL
HG01921	11	PEL
HG01922	0	PEL
HG01923	11	PEL
HG01924	10	PEL
HG01925	0	PEL
HG01926	11	PEL
HG01927	10	PEL
HG01928	0	PEL
HG01932	9	PEL
HG01933	12	PEL
HG01934	0	PEL
HG01935	14	PEL
HG01936	12	PEL
HG01937	0	PEL
HG01938	12	PEL
HG01939	10	PEL
HG01940	0	PEL
HG01941	10	PEL
HG01942	12	PEL
HG01943	0	PEL
HG01944	10	PEL
HG01945	11	PEL
HG01946	0	PEL
HG01947	11	PEL
HG01948	11	PEL
HG01949	0	PEL
HG01950	11	PEL
HG01951	14	PEL
HG01952	0	PEL
HG01953	12	PEL
HG01954	8	PEL
HG01955	0	PEL
HG01961	13	PEL
HG01965	12	PEL
HG01967	12	PEL
HG01968	10	PEL
HG01969	0	PEL
HG01970	11	PEL
HG01971	12	PEL
HG01972	0	PEL
HG01973	11	PEL
HG01974	11	PEL
HG01975	0	PEL
HG01976	12	PEL
HG01977	11	PEL
HG01978	0	PEL
HG01979	13	PEL
HG01980	11	PEL
HG01981	0	PEL
HG01982	12	PEL
HG01983	10	PEL
HG01984	0	PEL
HG01991	11	PEL
HG01992	12	PEL
HG01993	0	PEL
HG01995	0	PEL
HG01997	12	PEL
HG01998	0	PEL
HG02002	12	PEL
HG02003	13	PEL
HG02004	0	PEL
HG02006	11	PEL
HG02008	0	PEL
HG02089	12	PEL
HG02090	12	PEL
HG02091	0	PEL
HG02102	10	PEL
HG02104	13	PEL
HG02105	10	PEL
HG02106	0	PEL
HG02146	12	PEL
HG02147	12	PEL
HG02148	0	PEL
HG02150	11	PEL
HG02252	11	PEL
HG02253	11	PEL
HG02254	0	PEL
HG02259	10	PEL
HG02260	14	PEL
HG02261	0	PEL
HG02262	13	PEL
HG02265	11	PEL
HG02266	12	PEL
HG02267	0	PEL
HG02271	12	PEL
HG02272	12	PEL
HG02273	0	PEL
HG02274	13	PEL
HG02275	9	PEL
HG02276	0	PEL
HG02277	12	PEL
HG02278	11	PEL
HG02279	0	PEL
HG02285	12	PEL
HG02286	10	PEL
HG02287	0	PEL
HG02288	0	PEL
HG02291	11	PEL
HG02292	10	PEL
HG02293	0	PEL
HG02298	11	PEL
HG02299	12	PEL
HG02300	0	PEL
HG02301	13	PEL
HG02302	0	PEL
HG02303	0	PEL
HG02304	13	PEL
HG02312	11	PEL
HG02344	0	PEL
HG02345	12	PEL
HG02347	0	PEL
HG02348	10	PEL
HG02415	0	PEL
HG02425	13	PEL
HG01565	9	PEL
NA19017	11	LWK
NA19019	13	LWK
NA19020	12	LWK
NA19023	15	LWK
NA19024	15	LWK
NA19025	10	LWK
NA19026	13	LWK
NA19027	15	LWK
NA19028	10	LWK
NA19030	16	LWK
NA19031	11	LWK
NA19035	13	LWK
NA19036	11	LWK
NA19037	12	LWK
NA19038	10	LWK
NA19041	14	LWK
NA19042	14	LWK
NA19043	12	LWK
NA19044	0	LWK
NA19046	0	LWK
NA19307	12	LWK
NA19308	12	LWK
NA19309	12	LWK
NA19310	10	LWK
NA19311	14	LWK
NA19312	10	LWK
NA19313	10	LWK
NA19314	13	LWK
NA19315	14	LWK
NA19316	12	LWK
NA19317	9	LWK
NA19318	10	LWK
NA19319	13	LWK
NA19320	13	LWK
NA19321	11	LWK
NA19323	13	LWK
NA19324	13	LWK
NA19327	12	LWK
NA19328	9	LWK
NA19331	12	LWK
NA19332	14	LWK
NA19334	13	LWK
NA19338	0	LWK
NA19346	14	LWK
NA19347	14	LWK
NA19350	13	LWK
NA19351	14	LWK
NA19352	0	LWK
NA19355	14	LWK
NA19359	0	LWK
NA19360	13	LWK
NA19371	0	LWK
NA19372	12	LWK
NA19373	0	LWK
NA19374	14	LWK
NA19375	13	LWK
NA19376	12	LWK
NA19377	12	LWK
NA19378	13	LWK
NA19379	10	LWK
NA19380	13	LWK
NA19381	0	LWK
NA19382	0	LWK
NA19383	12	LWK
NA19384	13	LWK
NA19385	12	LWK
NA19390	15	LWK
NA19391	11	LWK
NA19393	12	LWK
NA19394	13	LWK
NA19395	13	LWK
NA19396	0	LWK
NA19397	13	LWK
NA19398	0	LWK
NA19399	13	LWK
NA19401	13	LWK
NA19403	14	LWK
NA19404	14	LWK
NA19428	14	LWK
NA19429	12	LWK
NA19430	0	LWK
NA19431	11	LWK
NA19432	0	LWK
NA19434	12	LWK
NA19435	13	LWK
NA19436	12	LWK
NA19437	12	LWK
NA19438	11	LWK
NA19439	14	LWK
NA19440	13	LWK
NA19443	12	LWK
NA19444	0	LWK
NA19445	13	LWK
NA19446	13	LWK
NA19448	11	LWK
NA19449	11	LWK
NA19451	11	LWK
NA19452	13	LWK
NA19453	0	LWK
NA19454	11	LWK
NA19455	13	LWK
NA19456	10	LWK
NA19457	12	LWK
NA19461	13	LWK
NA19462	15	LWK
NA19463	13	LWK
NA19466	13	LWK
NA19467	14	LWK
NA19468	11	LWK
NA19469	0	LWK
NA19470	0	LWK
NA19471	8	LWK
NA19472	14	LWK
NA19473	0	LWK
NA19474	0	LWK
NA19475	11	LWK
NA19017	11	LWK
HG03052	14	MSL
HG03053	0	MSL
HG03054	12	MSL
HG03055	14	MSL
HG03056	0	MSL
HG03057	14	MSL
HG03058	10	MSL
HG03059	0	MSL
HG03060	13	MSL
HG03061	9	MSL
HG03062	0	MSL
HG03063	12	MSL
HG03064	12	MSL
HG03065	0	MSL
HG03066	10	MSL
HG03069	10	MSL
HG03072	11	MSL
HG03073	15	MSL
HG03074	11	MSL
HG03076	0	MSL
HG03077	11	MSL
HG03078	11	MSL
HG03079	11	MSL
HG03080	0	MSL
HG03081	12	MSL
HG03082	13	MSL
HG03084	10	MSL
HG03085	14	MSL
HG03086	11	MSL
HG03088	13	MSL
HG03091	10	MSL
HG03095	11	MSL
HG03096	10	MSL
HG03097	10	MSL
HG03098	0	MSL
HG03209	11	MSL
HG03212	12	MSL
HG03224	9	MSL
HG03225	7	MSL
HG03376	11	MSL
HG03378	0	MSL
HG03380	11	MSL
HG03381	0	MSL
HG03382	13	MSL
HG03383	0	MSL
HG03384	0	MSL
HG03385	14	MSL
HG03388	14	MSL
HG03390	0	MSL
HG03391	9	MSL
HG03393	0	MSL
HG03394	11	MSL
HG03397	13	MSL
HG03398	0	MSL
HG03399	0	MSL
HG03401	12	MSL
HG03402	0	MSL
HG03408	0	MSL
HG03410	11	MSL
HG03411	0	MSL
HG03419	12	MSL
HG03428	12	MSL
HG03431	0	MSL
HG03432	10	MSL
HG03433	9	MSL
HG03436	12	MSL
HG03437	10	MSL
HG03438	0	MSL
HG03439	12	MSL
HG03442	9	MSL
HG03445	14	MSL
HG03446	12	MSL
HG03449	11	MSL
HG03450	0	MSL
HG03451	13	MSL
HG03452	12	MSL
HG03453	0	MSL
HG03454	0	MSL
HG03455	14	MSL
HG03456	0	MSL
HG03457	11	MSL
HG03458	11	MSL
HG03459	0	MSL
HG03460	11	MSL
HG03461	13	MSL
HG03462	0	MSL
HG03464	12	MSL
HG03465	0	MSL
HG03466	0	MSL
HG03468	0	MSL
HG03469	14	MSL
HG03470	13	MSL
HG03471	0	MSL
HG03472	13	MSL
HG03473	12	MSL
HG03474	0	MSL
HG03476	14	MSL
HG03477	0	MSL
HG03478	14	MSL
HG03479	12	MSL
HG03480	0	MSL
HG03484	13	MSL
HG03485	13	MSL
HG03486	0	MSL
HG03547	13	MSL
HG03548	12	MSL
HG03549	0	MSL
HG03556	11	MSL
HG03557	11	MSL
HG03558	14	MSL
HG03559	12	MSL
HG03563	12	MSL
HG03564	0	MSL
HG03565	12	MSL
HG03566	0	MSL
HG03567	11	MSL
HG03569	0	MSL
HG03571	11	MSL
HG03572	11	MSL
HG03574	0	MSL
HG03575	12	MSL
HG03576	0	MSL
HG03577	11	MSL
HG03578	13	MSL
HG03579	0	MSL
HG03582	0	MSL
HG03583	13	MSL
HG03584	0	MSL
HG03052	14	MSL
HG00096	12	GBR
HG00097	13	GBR
HG00098	0	GBR
HG00099	11	GBR
HG00100	10	GBR
HG00101	14	GBR
HG00102	9	GBR
HG00103	12	GBR
HG00104	0	GBR
HG00105	12	GBR
HG00106	10	GBR
HG00107	10	GBR
HG00108	10	GBR
HG00109	10	GBR
HG00110	0	GBR
HG00111	12	GBR
HG00112	14	GBR
HG00113	11	GBR
HG00114	9	GBR
HG00115	12	GBR
HG00116	13	GBR
HG00117	12	GBR
HG00118	12	GBR
HG00119	10	GBR
HG00120	10	GBR
HG00121	11	GBR
HG00122	12	GBR
HG00123	0	GBR
HG00124	12	GBR
HG00125	11	GBR
HG00126	12	GBR
HG00127	12	GBR
HG00128	12	GBR
HG00129	12	GBR
HG00130	11	GBR
HG00131	12	GBR
HG00132	11	GBR
HG00133	11	GBR
HG00134	0	GBR
HG00135	0	GBR
HG00136	12	GBR
HG00137	10	GBR
HG00138	12	GBR
HG00139	13	GBR
HG00140	0	GBR
HG00141	12	GBR
HG00142	11	GBR
HG00143	11	GBR
HG00144	0	GBR
HG00145	12	GBR
HG00146	9	GBR
HG00147	0	GBR
HG00148	14	GBR
HG00149	10	GBR
HG00150	11	GBR
HG00151	12	GBR
HG00152	0	GBR
HG00153	0	GBR
HG00154	10	GBR
HG00155	13	GBR
HG00156	0	GBR
HG00157	11	GBR
HG00158	8	GBR
HG00159	13	GBR
HG00160	12	GBR
HG00231	9	GBR
HG00232	11	GBR
HG00233	11	GBR
HG00234	11	GBR
HG00235	11	GBR
HG00236	0	GBR
HG00237	9	GBR
HG00238	0	GBR
HG00239	14	GBR
HG00240	13	GBR
HG00242	14	GBR
HG00243	12	GBR
HG00244	10	GBR
HG00245	11	GBR
HG00246	11	GBR
HG00247	0	GBR
HG00248	0	GBR
HG00249	0	GBR
HG00250	13	GBR
HG00251	11	GBR
HG00252	9	GBR
HG00253	11	GBR
HG00254	8	GBR
HG00255	13	GBR
HG00256	12	GBR
HG00257	11	GBR
HG00258	12	GBR
HG00259	12	GBR
HG00260	14	GBR
HG00261	11	GBR
HG00262	9	GBR
HG00263	11	GBR
HG00264	10	GBR
HG00265	12	GBR
HG01334	0	GBR
HG01789	12	GBR
HG01790	10	GBR
HG01791	12	GBR
HG02215	12	GBR
HG04301	0	GBR
HG04302	0	GBR
HG04303	0	GBR
HG00096	12	GBR
HG01500	7	IBS
HG01501	9	IBS
HG01502	0	IBS
HG01503	9	IBS
HG01504	12	IBS
HG01505	0	IBS
HG01506	11	IBS
HG01507	12	IBS
HG01508	0	IBS
HG01509	12	IBS
HG01510	9	IBS
HG01511	0	IBS
HG01512	10	IBS
HG01513	10	IBS
HG01514	0	IBS
HG01515	11	IBS
HG01516	11	IBS
HG01517	0	IBS
HG01518	10	IBS
HG01519	11	IBS
HG01520	0	IBS
HG01521	10	IBS
HG01522	0	IBS
HG01523	0	IBS
HG01524	9	IBS
HG01525	10	IBS
HG01526	0	IBS
HG01527	11	IBS
HG01528	9	IBS
HG01529	0	IBS
HG01530	13	IBS
HG01531	10	IBS
HG01532	0	IBS
HG01536	11	IBS
HG01537	12	IBS
HG01538	0	IBS
HG01601	0	IBS
HG01602	12	IBS
HG01603	11	IBS
HG01604	0	IBS
HG01605	11	IBS
HG01606	11	IBS
HG01607	11	IBS
HG01608	11	IBS
HG01609	0	IBS
HG01610	12	IBS
HG01611	0	IBS
HG01612	12	IBS
HG01613	11	IBS
HG01614	0	IBS
HG01615	11	IBS
HG01616	0	IBS
HG01617	10	IBS
HG01618	12	IBS
HG01619	12	IBS
HG01620	11	IBS
HG01621	0	IBS
HG01622	0	IBS
HG01623	12	IBS
HG01624	13	IBS
HG01625	12	IBS
HG01626	12	IBS
HG01627	0	IBS
HG01628	13	IBS
HG01629	0	IBS
HG01630	9	IBS
HG01631	10	IBS
HG01632	12	IBS
HG01633	0	IBS
HG01667	0	IBS
HG01668	14	IBS
HG01669	11	IBS
HG01670	12	IBS
HG01671	0	IBS
HG01672	12	IBS
HG01673	11	IBS
HG01674	0	IBS
HG01675	11	IBS
HG01676	13	IBS
HG01677	0	IBS
HG01678	12	IBS
HG01679	10	IBS
HG01680	10	IBS
HG01681	0	IBS
HG01682	12	IBS
HG01683	0	IBS
HG01684	11	IBS
HG01685	10	IBS
HG01686	11	IBS
HG01687	0	IBS
HG01694	10	IBS
HG01695	13	IBS
HG01696	0	IBS
HG01697	9	IBS
HG01698	0	IBS
HG01699	9	IBS
HG01700	11	IBS
HG01701	0	IBS
HG01702	12	IBS
HG01703	0	IBS
HG01704	12	IBS
HG01705	12	IBS
HG01706	0	IBS
HG01707	11	IBS
HG01708	9	IBS
HG01709	13	IBS
HG01710	12	IBS
HG01711	0	IBS
HG01746	10	IBS
HG01747	13	IBS
HG01748	0	IBS
HG01755	0	IBS
HG01756	13	IBS
HG01757	12	IBS
HG01761	11	IBS
HG01762	12	IBS
HG01763	0	IBS
HG01764	0	IBS
HG01765	11	IBS
HG01766	13	IBS
HG01767	8	IBS
HG01768	12	IBS
HG01769	0	IBS
HG01770	11	IBS
HG01771	10	IBS
HG01772	0	IBS
HG01773	13	IBS
HG01774	0	IBS
HG01775	13	IBS
HG01776	14	IBS
HG01777	11	IBS
HG01778	0	IBS
HG01779	11	IBS
HG01780	0	IBS
HG01781	11	IBS
HG01782	0	IBS
HG01783	12	IBS
HG01784	9	IBS
HG01785	15	IBS
HG01786	8	IBS
HG01787	0	IBS
HG02217	0	IBS
HG02218	0	IBS
HG02219	9	IBS
HG02220	13	IBS
HG02221	12	IBS
HG02222	0	IBS
HG02223	10	IBS
HG02224	12	IBS
HG02225	0	IBS
HG02229	0	IBS
HG02230	14	IBS
HG02231	11	IBS
HG02232	10	IBS
HG02233	10	IBS
HG02234	0	IBS
HG02235	10	IBS
HG02236	9	IBS
HG02237	0	IBS
HG02238	11	IBS
HG02239	12	IBS
HG02240	0	IBS
HG01500	7	IBS
NA19625	10	ASW
NA19700	13	ASW
NA19701	14	ASW
NA19702	0	ASW
NA19703	0	ASW
NA19704	15	ASW
NA19705	0	ASW
NA19707	0	ASW
NA19708	0	ASW
NA19711	12	ASW
NA19712	12	ASW
NA19713	12	ASW
NA19714	0	ASW
NA19818	10	ASW
NA19819	0	ASW
NA19828	0	ASW
NA19834	15	ASW
NA19835	13	ASW
NA19836	0	ASW
NA19900	12	ASW
NA19901	0	ASW
NA19902	0	ASW
NA19904	14	ASW
NA19905	0	ASW
NA19908	13	ASW
NA19909	0	ASW
NA19913	11	ASW
NA19914	0	ASW
NA19915	0	ASW
NA19916	13	ASW
NA19917	14	ASW
NA19918	0	ASW
NA19919	0	ASW
NA19920	13	ASW
NA19921	0	ASW
NA19922	10	ASW
NA19923	12	ASW
NA19924	0	ASW
NA19982	12	ASW
NA19983	0	ASW
NA19984	15	ASW
NA19985	12	ASW
NA20126	10	ASW
NA20127	12	ASW
NA20128	0	ASW
NA20129	0	ASW
NA20274	12	ASW
NA20276	12	ASW
NA20277	0	ASW
NA20278	11	ASW
NA20279	0	ASW
NA20281	11	ASW
NA20282	10	ASW
NA20284	0	ASW
NA20285	0	ASW
NA20287	12	ASW
NA20288	0	ASW
NA20289	12	ASW
NA20290	0	ASW
NA20291	12	ASW
NA20292	0	ASW
NA20294	11	ASW
NA20295	0	ASW
NA20296	13	ASW
NA20297	0	ASW
NA20298	10	ASW
NA20299	15	ASW
NA20300	0	ASW
NA20301	0	ASW
NA20302	0	ASW
NA20312	0	ASW
NA20313	0	ASW
NA20314	11	ASW
NA20316	0	ASW
NA20317	10	ASW
NA20318	12	ASW
NA20319	0	ASW
NA20320	15	ASW
NA20321	13	ASW
NA20322	14	ASW
NA20332	15	ASW
NA20333	0	ASW
NA20334	10	ASW
NA20335	0	ASW
NA20336	7	ASW
NA20337	0	ASW
NA20339	14	ASW
NA20340	12	ASW
NA20341	9	ASW
NA20342	13	ASW
NA20343	0	ASW
NA20344	11	ASW
NA20345	0	ASW
NA20346	11	ASW
NA20347	0	ASW
NA20348	10	ASW
NA20349	0	ASW
NA20350	0	ASW
NA20351	11	ASW
NA20355	12	ASW
NA20356	10	ASW
NA20357	10	ASW
NA20358	0	ASW
NA20359	13	ASW
NA20360	0	ASW
NA20361	0	ASW
NA20362	12	ASW
NA20363	0	ASW
NA20364	0	ASW
NA20412	12	ASW
NA20413	0	ASW
NA20414	0	ASW
NA19625	10	ASW
HG00171	11	FIN
HG00173	10	FIN
HG00174	12	FIN
HG00176	10	FIN
HG00177	10	FIN
HG00178	13	FIN
HG00179	11	FIN
HG00180	10	FIN
HG00181	11	FIN
HG00182	13	FIN
HG00183	13	FIN
HG00185	12	FIN
HG00186	11	FIN
HG00187	10	FIN
HG00188	11	FIN
HG00189	11	FIN
HG00190	11	FIN
HG00266	12	FIN
HG00267	9	FIN
HG00268	11	FIN
HG00269	13	FIN
HG00270	0	FIN
HG00271	9	FIN
HG00272	11	FIN
HG00273	12	FIN
HG00274	9	FIN
HG00275	12	FIN
HG00276	12	FIN
HG00277	12	FIN
HG00278	11	FIN
HG00280	10	FIN
HG00281	10	FIN
HG00282	11	FIN
