InsertionID	no of populations
1.111802592	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
11.60449890	17	CHS	ASW	CDX	CHB	CLM	ESN	GIH	JPT	KHV	LWK	MXL	PEL	PJL	PUR	YRI	ACB	CEU
12.44313657	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
12.124066477	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
19.21841536	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
19.22414379	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
19.29855781	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
4.9603240	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
11.71875417	26	CHS	ACB	ASW	BEB	CDX	CHB	CLM	ESN	FIN	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	PEL	PJL	PUR	STU	TSI	YRI	CEU	GBR	MXL
12.55727210	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
3.14132679	26	ACB	ASW	CLM	ESN	GWD	LWK	MSL	MXL	PEL	PUR	YRI	CHS	BEB	CDX	CEU	CHB	FIN	GBR	GIH	IBS	ITU	JPT	KHV	PJL	STU	TSI
3.195654395	26	CHS	ACB	BEB	CDX	CEU	CHB	CLM	FIN	GBR	GIH	IBS	ITU	JPT	KHV	LWK	MXL	PEL	PJL	PUR	STU	TSI	ASW	ESN	GWD	MSL	YRI
4.120263688	26	CHS	ACB	ASW	BEB	CDX	CHB	CLM	ESN	FIN	GBR	GIH	GWD	ITU	KHV	LWK	MSL	MXL	PJL	PUR	TSI	YRI	CEU	IBS	JPT	PEL	STU
5.8937848	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
7.158029477	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
6.161270899	26	CHS	ACB	ASW	BEB	CDX	CEU	CHB	CLM	ESN	FIN	GBR	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	MXL	PEL	PJL	PUR	STU	TSI	YRI
11.101565789	26	CHS	ACB	ASW	BEB	CDX	CHB	CLM	ESN	GIH	GWD	IBS	ITU	JPT	KHV	LWK	MSL	PEL	PJL	PUR	STU	YRI	CEU	FIN	GBR	MXL	TSI
